Workload,Run,TraceSize,Status,ExecTime,Instr,Cycles,IPC,NumBr,MispBr,BrPerCyc,MispBrPerCyc,MR,MPKI,CycWP,CycWPAvg,CycWPPKI,50PercInstr,50PercCycles,50PercIPC,50PercNumBr,50PercMispBr,50PercBrPerCyc,50PercMispBrPerCyc,50PercMR,50PercMPKI,50PercCycWP,50PercCycWPAvg,50PercCycWPPKI
traces,fp_13_trace,84.63656806945801,Pass,443.91643595695496,40000016,26049628,1.5355,6454282,1104548,0.2478,0.0424,17.1134%,27.6137,22059524,19.9715,551.4879,20000016,12860438,1.5552,3233671,552435,0.2514,0.0430,17.0838%,27.6217,10875839,19.6871,543.7915
traces,media_3_trace,113.6968765258789,Pass,271.88260293006897,20000046,7986067,2.5044,1130407,335709,0.1415,0.0420,29.6981%,16.7854,5601004,16.6841,280.0496,10000046,3861753,2.5895,568763,168715,0.1473,0.0437,29.6635%,16.8714,2805661,16.6296,280.5648
traces,infra_15_trace,101.22027969360352,Pass,505.77001214027405,50000052,48478168,1.0314,6957507,905196,0.1435,0.0187,13.0103%,18.1039,44546136,49.2116,890.9218,25000052,10712318,2.3338,3466846,433346,0.3236,0.0405,12.4997%,17.3338,8705065,20.0880,348.2019
traces,web_25_trace,46.08135795593262,Pass,187.5382227897644,14999989,14247031,1.0529,2548670,481482,0.1789,0.0338,18.8915%,32.0988,10421563,21.6448,694.7714,7999989,6495529,1.2316,1342253,254464,0.2066,0.0392,18.9580%,31.8080,5483747,21.5502,685.4693
traces,compress_7_trace,399.4104585647583,Pass,1194.7142803668976,130000052,37137340,3.5005,15042451,1304667,0.4050,0.0351,8.6732%,10.0359,21269036,16.3023,163.6079,65000052,17903131,3.6307,7447474,587256,0.4160,0.0328,7.8853%,9.0347,9927006,16.9041,152.7230
traces,int_36_trace,201.8018684387207,Pass,591.2745308876038,53761949,64326629,0.8358,7755130,1794581,0.1206,0.0279,23.1406%,33.3801,42119547,23.4704,783.4453,27761949,29619543,0.9373,4116890,911526,0.1390,0.0308,22.1411%,32.8336,19917759,21.8510,717.4482
