Workload,Run,TraceSize,Status,ExecTime,Instr,Cycles,IPC,NumBr,MispBr,BrPerCyc,MispBrPerCyc,MR,MPKI,CycWP,CycWPAvg,CycWPPKI,50PercInstr,50PercCycles,50PercIPC,50PercNumBr,50PercMispBr,50PercBrPerCyc,50PercMispBrPerCyc,50PercMR,50PercMPKI,50PercCycWP,50PercCycWPAvg,50PercCycWPPKI,TblSize,HistLen,LayerSize
viz_traces,web_0_trace,104.021315574646,Pass,236.0085608959198,39999493,29821919,1.3413,11904941,502273,0.3992,0.0168,4.2190%,12.5570,18007469,35.8520,450.1924,20999493,13764420,1.5256,6370198,187782,0.4628,0.0136,2.9478%,8.9422,6822564,36.3324,324.8918,512,,
viz_traces,int_0_trace,137.11144542694092,Pass,155.03214526176453,40000041,19053160,2.0994,6223265,423154,0.3266,0.0222,6.7995%,10.5788,14912450,35.2412,372.8109,20000041,8589651,2.3284,3076555,207415,0.3582,0.0241,6.7418%,10.3707,6566438,31.6585,328.3212,512,,
viz_traces,compress_0_trace,334.9084711074829,Pass,447.05215644836426,120000052,34613092,3.4669,11747875,904099,0.3394,0.0261,7.6959%,7.5342,23672349,26.1834,197.2695,60000052,16835651,3.5639,5895554,467347,0.3502,0.0278,7.9271%,7.7891,11540377,24.6934,192.3394,512,,
viz_traces,fp_0_trace,64.73471260070801,Pass,124.88745903968811,30000052,7309622,4.1042,1619852,139768,0.2216,0.0191,8.6284%,4.6589,4247288,30.3881,141.5760,15000052,3686109,4.0693,807780,71519,0.2191,0.0194,8.8538%,4.7679,2168417,30.3195,144.5606,512,,
