Workload,Run,TraceSize,Status,ExecTime,Instr,Cycles,IPC,NumBr,MispBr,BrPerCyc,MispBrPerCyc,MR,MPKI,CycWP,CycWPAvg,CycWPPKI,50PercInstr,50PercCycles,50PercIPC,50PercNumBr,50PercMispBr,50PercBrPerCyc,50PercMispBrPerCyc,50PercMR,50PercMPKI,50PercCycWP,50PercCycWPAvg,50PercCycWPPKI,TblSize,HistLen,LayerSize
viz_traces,web_0_trace,104.021315574646,Pass,232.36571335792542,39999493,31810647,1.2574,11904941,617711,0.3742,0.0194,5.1887%,15.4430,20164517,32.6439,504.1193,20999493,14607705,1.4376,6370198,239921,0.4361,0.0164,3.7663%,11.4251,7709736,32.1345,367.1391,256,,
viz_traces,int_0_trace,137.11144542694092,Pass,151.81941723823547,40000041,19654875,2.0351,6223265,477502,0.3166,0.0243,7.6729%,11.9375,15573514,32.6146,389.3375,20000041,8917366,2.2428,3076555,235215,0.3450,0.0264,7.6454%,11.7607,6921181,29.4249,346.0583,256,,
viz_traces,compress_0_trace,334.9084711074829,Pass,445.97718596458435,120000052,35442774,3.3857,11747875,953099,0.3315,0.0269,8.1129%,7.9425,24557547,25.7660,204.6461,60000052,17121737,3.5043,5895554,484309,0.3443,0.0283,8.2148%,8.0718,11849428,24.4667,197.4903,256,,
viz_traces,fp_0_trace,64.73471260070801,Pass,121.68352603912354,30000052,7309622,4.1042,1619852,139768,0.2216,0.0191,8.6284%,4.6589,4247288,30.3881,141.5760,15000052,3686109,4.0693,807780,71519,0.2191,0.0194,8.8538%,4.7679,2168417,30.3195,144.5606,256,,
