Workload,Run,TraceSize,Status,ExecTime,Instr,Cycles,IPC,NumBr,MispBr,BrPerCyc,MispBrPerCyc,MR,MPKI,CycWP,CycWPAvg,CycWPPKI,50PercInstr,50PercCycles,50PercIPC,50PercNumBr,50PercMispBr,50PercBrPerCyc,50PercMispBrPerCyc,50PercMR,50PercMPKI,50PercCycWP,50PercCycWPAvg,50PercCycWPPKI
traces,fp_13_trace,84.63656806945801,Pass,2468.0910229682922,40000016,23053358,1.7351,6454282,938278,0.2800,0.0407,14.5373%,23.4569,19021450,20.2727,475.5361,20000016,11394052,1.7553,3233671,470768,0.2838,0.0413,14.5583%,23.5384,9389439,19.9449,469.4716
traces,media_3_trace,113.6968765258789,Pass,2300.739692926407,20000046,6434395,3.1083,1130407,225776,0.1757,0.0351,19.9730%,11.2888,3922489,17.3734,196.1240,10000046,3068019,3.2594,568763,112491,0.1854,0.0367,19.7782%,11.2490,1947281,17.3105,194.7272
traces,infra_15_trace,101.22027969360352,Pass,2526.093454837799,50000052,42688111,1.1713,6957507,702632,0.1630,0.0165,10.0989%,14.0526,38544988,54.8580,770.8990,25000052,8961860,2.7896,3466846,310132,0.3868,0.0346,8.9457%,12.4053,6828731,22.0188,273.1487
traces,web_25_trace,46.08135795593262,Pass,234.71970677375793,14999989,12709847,1.1802,2548670,386890,0.2005,0.0304,15.1801%,25.7927,8782605,22.7005,585.5074,7999989,5420749,1.4758,1342253,189767,0.2476,0.0350,14.1379%,23.7209,4344272,22.8927,543.0347
traces,compress_7_trace,399.4104585647583,Pass,3213.865873813629,130000052,31885186,4.0771,15042451,916908,0.4718,0.0288,6.0955%,7.0531,15817252,17.2506,121.6711,65000052,15483986,4.1979,7447474,416366,0.4810,0.0269,5.5907%,6.4056,7430635,17.8464,114.3174
traces,int_36_trace,201.8018684387207,Pass,2616.508040904999,53761949,58254172,0.9229,7755130,1427246,0.1331,0.0245,18.4039%,26.5475,35618926,24.9564,662.5304,27761949,27127447,1.0234,4116890,756842,0.1518,0.0279,18.3838%,27.2618,17264906,22.8118,621.8910
