Workload,Run,TraceSize,Status,ExecTime,Instr,Cycles,IPC,NumBr,MispBr,BrPerCyc,MispBrPerCyc,MR,MPKI,CycWP,CycWPAvg,CycWPPKI,50PercInstr,50PercCycles,50PercIPC,50PercNumBr,50PercMispBr,50PercBrPerCyc,50PercMispBrPerCyc,50PercMR,50PercMPKI,50PercCycWP,50PercCycWPAvg,50PercCycWPPKI
traces,fp_13_trace,84.63656806945801,Pass,433.87772011756897,40000016,23334776,1.7142,6454282,953535,0.2766,0.0409,14.7737%,23.8384,19308336,20.2492,482.7082,20000016,11516336,1.7367,3233671,477563,0.2808,0.0415,14.7684%,23.8781,9513807,19.9216,475.6900
traces,media_3_trace,113.6968765258789,Pass,265.28979110717773,20000046,5850365,3.4186,1130407,183557,0.1932,0.0314,16.2381%,9.1778,3274606,17.8397,163.7299,10000046,2770350,3.6097,568763,91041,0.2053,0.0329,16.0068%,9.1041,1617689,17.7688,161.7682
traces,infra_15_trace,101.22027969360352,Pass,491.55826783180237,50000052,41631829,1.2010,6957507,657582,0.1671,0.0158,9.4514%,13.1516,37401159,56.8768,748.0224,25000052,8740233,2.8603,3466846,297253,0.3967,0.0340,8.5742%,11.8901,6591668,22.1753,263.6662
traces,web_25_trace,46.08135795593262,Pass,181.5068280696869,14999989,11987775,1.2513,2548670,339846,0.2126,0.0283,13.3342%,22.6564,8020613,23.6007,534.7079,7999989,4984774,1.6049,1342253,161519,0.2693,0.0324,12.0334%,20.1899,3886204,24.0604,485.7762
traces,compress_7_trace,399.4104585647583,Pass,1204.8428859710693,130000052,28609215,4.5440,15042451,637243,0.5258,0.0223,4.2363%,4.9019,12337557,19.3608,94.9042,65000052,14037792,4.6304,7447474,299528,0.5305,0.0213,4.0219%,4.6081,5880840,19.6337,90.4744
traces,int_36_trace,201.8018684387207,Pass,575.3907690048218,53761949,55604229,0.9669,7755130,1285010,0.1395,0.0231,16.5698%,23.9018,32774808,25.5055,609.6283,27761949,25795592,1.0762,4116890,683213,0.1596,0.0265,16.5954%,24.6097,15829449,23.1691,570.1851
